Year,Fruits.acf,total.acf,aborted.acf,success.acf,predated.acf,Site,Mean.Fruits,CV.Fruits,m.total,m.aborted,m.sucessess,m.predated,total.cv,aborted.cv,success.cv,predated.cv,Prop.aborted,Prop.sucessess,Prop.predated
2010,0.13004542537739008,0.22089990028127093,0.18756392177164313,0.13902768507250932,0.05508348683544469,Reservoir,12.478260869565217,1.3296183412784781,3.7130434782608694,1.0826086956521739,2.3086956521739133,0.3217391304347826,1.6817255251876169,1.5597475499025883,1.0270299490176367,7.810178690141609,0.29156908665105385,0.6217798594847775,0.08665105386416862
2011,0.02641539853286944,0.08233896636394919,0.09647573313340432,0.01449457756484858,-0.019178577306337718,Reservoir,3.9642857142857144,1.7570334319206997,1.84375,0.8214285714285714,0.8035714285714286,0.21875,1.5139510979736597,0.9021492828756126,1.3918927760630955,3.034577904266022,0.44552058111380144,0.4358353510895884,0.11864406779661017
2012,0.0511084202353405,-0.030758770618084172,-0.05395066294450163,NA,-0.03418249695594243,Reservoir,0.005,3.464101615137754,0.175,0.16,0,0.015,4.646135985078008,0.6462303276414969,NA,2.486326242032244,0.9142857142857144,0,0.08571428571428572
2013,-0.024785286676436383,0.1622721648180666,0.11179609289236359,NA,-0.02838717161255649,Reservoir,0.2619047619047619,1.6905180388476848,0.47619047619047616,0.2698412698412698,0.1111111111111111,0.09523809523809523,2.906379190676952,1.042272603463602,1.5247950681976898,1.7993054215446587,0.5666666666666667,0.23333333333333334,0.2
2014,0.007984946648358414,0.2563115435087805,0.2135622306791224,0.02456316909314231,0.06703430478538133,Reservoir,1.2592592592592593,1.4686318394114535,1.3888888888888888,0.5462962962962963,0.4074074074074074,0.4351851851851852,2.4645160280137017,1.3619192881417328,1.189767843178306,1.8541008520587183,0.3933333333333333,0.29333333333333333,0.31333333333333335
2015,NA,NA,NA,NA,NA,Reservoir,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,Reservoir,0.1320754716981132,2.0583329890660433,0.39622641509433965,0.33962264150943394,0.05660377358490566,0,3.441292030980639,0.9888264649460884,1.6733200530681511,NA,0.8571428571428571,0.14285714285714285,0
2017,0.3848295655080359,0.46219425776044043,0.42656990050145926,0.3882857884620569,NA,Reservoir,1.4929577464788732,1.3364465405105352,0.8450704225352113,0.36619718309859156,0.4647887323943662,0.014084507042253521,2.303685797579228,0.7707916855319646,1.2008471909967917,4.123105625617662,0.43333333333333335,0.55,0.016666666666666666
2018,0.37788350137857923,0.5786411580468015,0.26864771559987816,0.377830712451771,-0.05965052568961553,Reservoir,2.6025641025641026,1.8325674903853553,2.217948717948718,0.6025641025641025,0.8846153846153846,0.7307692307692307,1.495617113550716,1.1830161396875487,1.2899455359183214,1.8486296567770288,0.27167630057803466,0.3988439306358381,0.3294797687861271
2019,0.34114873243952926,0.5418199671899049,0.21119450133171672,0.24544842276095213,0.17812078378083235,Reservoir,4.12987012987013,1.5387014349180828,2.4155844155844157,0.7922077922077922,1.025974025974026,0.5974025974025974,1.470322633621,1.477560173156672,1.4292447712882668,1.5839237194842877,0.3279569892473118,0.4247311827956989,0.24731182795698922
2020,-0.027155262792056614,0.014034439068616523,-0.056166311545605425,0.01632078487161376,0.2588410957891033,Reservoir,3.0704225352112675,1.6888683367264525,5.014084507042254,0.8309859154929577,0.8873239436619719,3.295774647887324,1.3376567636191725,1.4029851615506876,1.4587116970708618,1.7751211341061353,0.16573033707865167,0.17696629213483145,0.6573033707865168
1986,NA,NA,NA,NA,NA,Sheep,4.658823529411765,1.3800700176339509,1.611764705882353,0.32941176470588235,0.9176470588235294,0.36470588235294116,1.4363351420404669,1.2453329021860298,1.360645572180905,1.4235403034092446,0.20437956204379562,0.5693430656934306,0.2262773722627737
1987,NA,0.09541117700403351,NA,NA,0.22414974337398957,Sheep,0,NA,0.019801980198019802,0,0,0.019801980198019802,10.049875621120881,NA,NA,NA,0,0,1
1988,NA,0.4926311838049059,NA,NA,0.7036990178281535,Sheep,0,NA,0.0761904761904762,0.0380952380952381,0,0.0380952380952381,5.367083839694295,1.4142135623730951,NA,1.1547005383792515,0.5,0,0.5
1989,NA,0.34948861359615824,0.12681308974631833,NA,0.39869969429422414,Sheep,0.9913793103448276,1.9495684453220166,0.7931034482758621,0.2672413793103448,0.25862068965517243,0.2672413793103448,1.8850242299496647,1.09634563457951,1.3255687897983472,1.4711940969021133,0.3369565217391304,0.32608695652173914,0.3369565217391304
1990,-0.033723506185708976,0.2613543694349056,0.22393091681234906,-0.033736147379430315,0.04700725498085943,Sheep,0.015748031496062992,2.64575131106459,0.10236220472440945,0.007874015748031496,0.007874015748031496,0.08661417322834646,4.234164471805814,2.64575131106459,2.64575131106459,0.5006882315714638,0.07692307692307693,0.07692307692307693,0.8461538461538461
